agency_name,corruption_keyword,title,description,published date,url,publisher
ALAMO PD,officer misconduct,Black jogger's lawsuit against San Antonio headed to settlement talks - San Antonio Report,Black jogger's lawsuit against San Antonio headed to settlement talks  San Antonio Report,"Tue, 02 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vc2FuYW50b25pb3JlcG9ydC5vcmcvYmxhY2stam9nZ2VyLW1pc2lkZW50aWZpZWQtYXJyZXN0ZWQtc3Vlcy1zYW4tYW50b25pby1wb2xpY2Uv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://sanantonioreport.org', 'title': 'San Antonio Report'}"
ALAMO PD,officer misconduct,Mission Police address arrest of two officers - KVEO-TV,Mission Police address arrest of two officers  KVEO-TV,"Sat, 25 Mar 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LnZhbGxleWNlbnRyYWwuY29tL25ld3MvbG9jYWwtbmV3cy9wb2xpY2UtbWlzc2lvbi1vZmZpY2VyLWFycmVzdGVkLWZvci1pbnRveGljYXRpb24v0gFjaHR0cHM6Ly93d3cudmFsbGV5Y2VudHJhbC5jb20vbmV3cy9sb2NhbC1uZXdzL3BvbGljZS1taXNzaW9uLW9mZmljZXItYXJyZXN0ZWQtZm9yLWludG94aWNhdGlvbi9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.valleycentral.com', 'title': 'KVEO-TV'}"
ALAMO PD,officer misconduct,Stephen Clare bail hearing: SAPD details crime scene - San Antonio Express-News,Stephen Clare bail hearing: SAPD details crime scene  San Antonio Express-News,"Thu, 18 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmV4cHJlc3NuZXdzLmNvbS9uZXdzL2FydGljbGUvc3RlcGhlbi1jbGFyZS1iYWlsLXJlZHVjdGlvbi1ydWxpbmctMTgxMDY0NjQucGhw0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.expressnews.com', 'title': 'San Antonio Express-News'}"
ALAMO PD,officer misconduct,The FBI Used an Undercover Cop With Pink Hair to Spy on Activists and Manufacture Crimes - The Intercept,The FBI Used an Undercover Cop With Pink Hair to Spy on Activists and Manufacture Crimes  The Intercept,"Tue, 21 Mar 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vdGhlaW50ZXJjZXB0LmNvbS8yMDIzLzAzLzIxL2ZiaS1jb2xvcmFkby1zcHJpbmdzLXN1cnZlaWxsYW5jZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://theintercept.com', 'title': 'The Intercept'}"
ALAMO PD,officer misconduct,"“Systemic failures” in Uvalde shooting went far beyond local police, Texas House report details - The Texas Tribune","“Systemic failures” in Uvalde shooting went far beyond local police, Texas House report details  The Texas Tribune","Sun, 17 Jul 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnRleGFzdHJpYnVuZS5vcmcvMjAyMi8wNy8xNy9sYXctZW5mb3JjZW1lbnQtZmFpbHVyZS11dmFsZGUtc2hvb3RpbmctaW52ZXN0aWdhdGlvbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.texastribune.org', 'title': 'The Texas Tribune'}"
ALAMO PD,officer misconduct,The Big Payback: San Antonio's high-profile police misconduct cases could start costing taxpayers - San Antonio Current,The Big Payback: San Antonio's high-profile police misconduct cases could start costing taxpayers  San Antonio Current,"Thu, 09 Feb 2023 08:00:00 GMT",https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5zYWN1cnJlbnQuY29tL25ld3MvdGhlLWJpZy1wYXliYWNrLXNhbi1hbnRvbmlvcy1oaWdoLXByb2ZpbGUtcG9saWNlLW1pc2NvbmR1Y3QtY2FzZXMtY291bGQtc3RhcnQtY29zdGluZy10YXhwYXllcnMtMzA5OTA1OTLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.sacurrent.com', 'title': 'San Antonio Current'}"
ALAMO PD,officer misconduct,Crime Plague in the Alamo City | Crime Rate In San Antonio Texas - City Journal,Crime Plague in the Alamo City | Crime Rate In San Antonio Texas  City Journal,"Fri, 18 May 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmNpdHktam91cm5hbC5vcmcvYXJ0aWNsZS9jcmltZS1wbGFndWUtaW4tdGhlLWFsYW1vLWNpdHkv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.city-journal.org', 'title': 'City Journal'}"
ALAMO PD,officer misconduct,"Police reject Kwara cops’ wrongful dismissal claim, vow prosecution - Punch Newspapers","Police reject Kwara cops’ wrongful dismissal claim, vow prosecution  Punch Newspapers","Wed, 19 Jul 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vcHVuY2huZy5jb20vcG9saWNlLXJlamVjdC1rd2FyYS1jb3Bzd3JvbmdmdWwtZGlzbWlzc2FsLWNsYWltLXZvdy1wcm9zZWN1dGlvbi_SAVlodHRwczovL3B1bmNobmcuY29tL3BvbGljZS1yZWplY3Qta3dhcmEtY29wc3dyb25nZnVsLWRpc21pc3NhbC1jbGFpbS12b3ctcHJvc2VjdXRpb24vP2FtcA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://punchng.com', 'title': 'Punch Newspapers'}"
ALAMO PD,officer misconduct,Officer identified in Simi Valley police shooting - VC Star,Officer identified in Simi Valley police shooting  VC Star,"Thu, 19 Oct 2017 07:00:00 GMT",https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy52Y3N0YXIuY29tL3N0b3J5L25ld3MvbG9jYWwvY29tbXVuaXRpZXMvc2ltaS12YWxsZXkvMjAxNy8xMC8xOS9vZmZpY2VyLWlkZW50aWZpZWQtc2ltaS12YWxsZXktcG9saWNlLXNob290aW5nLzc4MTE3NTAwMS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.vcstar.com', 'title': 'VC Star'}"
ALAMO PD,officer misconduct,"In Texas, George Floyd protests fuel a backlash of anti-protester laws - Houston Chronicle","In Texas, George Floyd protests fuel a backlash of anti-protester laws  Houston Chronicle ","Tue, 02 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmhvdXN0b25jaHJvbmljbGUuY29tL3BvbGl0aWNzL2FydGljbGUvdGV4YXMtZ29wLXR1cm4tZ2VvcmdlLWZsb3lkLWxlZ2FjeS1jcmFja2Rvd24tMTgwMDAwMjAucGhw0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.houstonchronicle.com', 'title': 'Houston Chronicle'}"
ALAMO PD,corruption investigation,Alamo PD Arrests Duo in Drugs and Prostitution Sting - Fox News South Texas,Alamo PD Arrests Duo in Drugs and Prostitution Sting  Fox News South Texas,"Tue, 27 Feb 2024 21:52:42 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vZm94bmV3c3NvdXRodGV4YXMuY29tLzIwMjQvMDIvMjcvYWxhbW8tcGQtYXJyZXN0cy1kdW8taW4tZHJ1Z3MtYW5kLXByb3N0aXR1dGlvbi1zdGluZy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://foxnewssouthtexas.com', 'title': 'Fox News South Texas'}"
ALAMO PD,corruption investigation,Three in custody following narcotics and prostitution investigation in Alamo - KRGV,Three in custody following narcotics and prostitution investigation in Alamo  KRGV,"Sun, 25 Feb 2024 00:07:20 GMT",https://news.google.com/rss/articles/CBMiZGh0dHA6Ly93d3cua3Jndi5jb20vbmV3cy9tYW4taW4tY3VzdG9keS1mb2xsb3dpbmctbmFyY290aWNzLWFuZC1wcm9zdGl0dXRpb24taW52ZXN0aWdhdGlvbi1pbi1hbGFtby_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'http://www.krgv.com', 'title': 'KRGV'}"
ALAMO PD,corruption investigation,Alamo Heights PD: Photos of pulled-over drivers used to identify potential suspects in crimes - KSAT San Antonio,Alamo Heights PD: Photos of pulled-over drivers used to identify potential suspects in crimes  KSAT San Antonio,"Mon, 16 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5rc2F0LmNvbS9uZXdzL2tzYXQtaW52ZXN0aWdhdGVzLzIwMjMvMTAvMTYvYWxhbW8taGVpZ2h0cy1wZC1waG90b3Mtb2YtcHVsbGVkLW92ZXItZHJpdmVycy11c2VkLXRvLWlkZW50aWZ5LXBvdGVudGlhbC1zdXNwZWN0cy1pbi1jcmltZXMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.ksat.com', 'title': 'KSAT San Antonio'}"
ALAMO PD,corruption investigation,"Alamo man indicted in alleged $39M ticket resale scheme targeting Chase Center, other venues - Pleasanton Weekly","Alamo man indicted in alleged $39M ticket resale scheme targeting Chase Center, other venues  Pleasanton Weekly","Thu, 04 May 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5wbGVhc2FudG9ud2Vla2x5LmNvbS9uZXdzLzIwMjMvMDUvMDQvYWxhbW8tbWFuLWluZGljdGVkLWluLWFsbGVnZWQtMzltLXRpY2tldC1yZXNhbGUtc2NoZW1lLXRhcmdldGluZy1jaGFzZS1jZW50ZXItb3RoZXItdmVudWVzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.pleasantonweekly.com', 'title': 'Pleasanton Weekly'}"
ALAMO PD,corruption investigation,The FBI Used an Undercover Cop With Pink Hair to Spy on Activists and Manufacture Crimes - The Intercept,The FBI Used an Undercover Cop With Pink Hair to Spy on Activists and Manufacture Crimes  The Intercept,"Tue, 21 Mar 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vdGhlaW50ZXJjZXB0LmNvbS8yMDIzLzAzLzIxL2ZiaS1jb2xvcmFkby1zcHJpbmdzLXN1cnZlaWxsYW5jZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://theintercept.com', 'title': 'The Intercept'}"
ALAMO PD,corruption investigation,GBI continues to investigate the killing of Alamo Police Officer Dylan Harrison - wgxa.tv,GBI continues to investigate the killing of Alamo Police Officer Dylan Harrison  wgxa.tv,"Sat, 09 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMikgFodHRwczovL3dneGEudHYvbmV3cy9sb2NhbC9nYmktYWxhbW8tcG9saWNlLW9mZmljZXItc2hvdC1hbmQta2lsbGVkLW92ZXJuaWdodD9mYmNsaWQ9SXdBUjJOZERkQ1l5T1J1UnZoMVViNkNGX2FIdkZkRHM2RXFpY3U0elVSTHEzWUZ6dlcxcl8tRk5kX1VkWdIBUWh0dHBzOi8vd2d4YS50di9hbXAvbmV3cy9sb2NhbC9nYmktYWxhbW8tcG9saWNlLW9mZmljZXItc2hvdC1hbmQta2lsbGVkLW92ZXJuaWdodA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://wgxa.tv', 'title': 'wgxa.tv'}"
ALAMO PD,corruption investigation,San Antonio man who shot family faces capital murder charges - mySA,San Antonio man who shot family faces capital murder charges  mySA,"Wed, 12 Apr 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3Lm15c2FuYW50b25pby5jb20vbmV3cy9sb2NhbC9hcnRpY2xlL2FsYW1vLWhlaWdodHMtbXVyZGVyLWRvbWVzdGljLXZpb2xlbmNlLTE3ODkwNTU4LnBocNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.mysanantonio.com', 'title': 'mySA'}"
ALAMO PD,corruption investigation,Georgia: Additional arrests made in death of new police officer - WJCL News Savannah,Georgia: Additional arrests made in death of new police officer  WJCL News Savannah,"Fri, 15 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LndqY2wuY29tL2FydGljbGUvZHlsYW4taGFycmlzb24tc2hvb3RpbmctYXJyZXN0cy8zNzk3MTIxN9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wjcl.com', 'title': 'WJCL News Savannah'}"
ALAMO PD,corruption investigation,Forget the Alamo: The Silver Anniversary of Lone Star | MZS - Roger Ebert,Forget the Alamo: The Silver Anniversary of Lone Star | MZS  Roger Ebert,"Sun, 20 Jun 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiNmh0dHBzOi8vd3d3LnJvZ2VyZWJlcnQuY29tL216cy8zMC1taW51dGVzLW9uLWxvbmUtc3RhctIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.rogerebert.com', 'title': 'Roger Ebert'}"
ALAMO PD,corruption investigation,"Georgia cop fatally shot on his first shift, killer on loose - New York Post","Georgia cop fatally shot on his first shift, killer on loose  New York Post ","Sun, 10 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vbnlwb3N0LmNvbS8yMDIxLzEwLzEwL2dlb3JnaWEtY29wLWR5bGFuLWhhcnJpc29uLWZhdGFsbHktc2hvdC1vbi1oaXMtZmlyc3Qtc2hpZnQta2lsbGVyLW9uLWxvb3NlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://nypost.com', 'title': 'New York Post'}"
ALAMO PD,bribery,Alamo PD receives first K-9 through PSJA ISD donation - MyRGV,Alamo PD receives first K-9 through PSJA ISD donation  MyRGV,"Wed, 22 Aug 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vbXlyZ3YuY29tL3B1YmxpY2F0aW9ucy90aGUtbW9uaXRvci8yMDE4LzA4LzIyL2FsYW1vLXBkLXJlY2VpdmVzLWZpcnN0LWstOS10aHJvdWdoLXBzamEtaXNkLWRvbmF0aW9uL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://myrgv.com', 'title': 'MyRGV'}"
ALAMO PD,bribery,"Fatal shooting of Alamo police officer was in retaliation for arrest, GBI says - 13WMAZ.com","Fatal shooting of Alamo police officer was in retaliation for arrest, GBI says  13WMAZ.com","Sun, 10 Oct 2021 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy4xM3dtYXouY29tL2FydGljbGUvbmV3cy9sb2NhbC9zdXNwZWN0LWluLWN1c3RvZHktYWZ0ZXItZGVhdGgtb2YtYWxhbW8tcG9saWNlLW9mZmljZXIvOTMtNzE2YWU0YmMtZDAyYi00NWQ2LThlYzAtMTY5MTBkMzM1YjU00gGMAWh0dHBzOi8vd3d3LjEzd21hei5jb20vYW1wL2FydGljbGUvbmV3cy9sb2NhbC9zdXNwZWN0LWluLWN1c3RvZHktYWZ0ZXItZGVhdGgtb2YtYWxhbW8tcG9saWNlLW9mZmljZXIvOTMtNzE2YWU0YmMtZDAyYi00NWQ2LThlYzAtMTY5MTBkMzM1YjU0?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.13wmaz.com', 'title': '13WMAZ.com'}"
ALAMO PD,bribery,Feds charge two Donna ISD board members with bribery - mySA,Feds charge two Donna ISD board members with bribery  mySA,"Fri, 13 Nov 2015 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm15c2FuYW50b25pby5jb20vbmV3cy9sb2NhbC9hcnRpY2xlL0ZlZHMtY2hhcmdlLXR3by1Eb25uYS1JU0QtYm9hcmQtbWVtYmVycy13aXRoLTY2Mjk3ODcucGhw0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.mysanantonio.com', 'title': 'mySA'}"
ALAMO PD,bribery,Government seizes Corvette from smuggler convicted in bribery scheme - Progresstimes,Government seizes Corvette from smuggler convicted in bribery scheme  Progresstimes,"Fri, 18 Mar 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnByb2dyZXNzdGltZXMubmV0LzIwMjIvMDMvMTgvZ292ZXJubWVudC1zZWl6ZXMtY29ydmV0dGUtZnJvbS1zbXVnZ2xlci1jb252aWN0ZWQtaW4tYnJpYmVyeS1zY2hlbWUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.progresstimes.net', 'title': 'Progresstimes'}"
ALAMO PD,bribery,The Fall of Brooklyn' s 77th Police Precinct - New York Magazine,The Fall of Brooklyn' s 77th Police Precinct  New York Magazine,"Tue, 16 Sep 2008 07:00:00 GMT",https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vbnltYWcuY29tL25ld3MvZmVhdHVyZXMvNTA0MzEv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://nymag.com', 'title': 'New York Magazine'}"
ALAMO PD,bribery,Crystal City FBI raids the latest in a string of federal corruption cases in South Texas - mySA,Crystal City FBI raids the latest in a string of federal corruption cases in South Texas  mySA,"Fri, 05 Feb 2016 08:00:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3Lm15c2FuYW50b25pby5jb20vbmV3cy9sb2NhbC9jcmltZS9hcnRpY2xlL0NyeXN0YWwtQ2l0eS1GQkktcmFpZHMtdGhlLWxhdGVzdC1pbi1hLXN0cmluZy1vZi02ODA3OTc2LnBocNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.mysanantonio.com', 'title': 'mySA'}"
ALAMO PD,bribery,Smugglers who bribed Border Patrol agent sentenced to 3 years in federal prison - Progresstimes,Smugglers who bribed Border Patrol agent sentenced to 3 years in federal prison  Progresstimes,"Fri, 11 Feb 2022 08:00:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LnByb2dyZXNzdGltZXMubmV0LzIwMjIvMDIvMTEvc211Z2dsZXJzLXdoby1icmliZWQtYm9yZGVyLXBhdHJvbC1hZ2VudC1zZW50ZW5jZWQtdG8tMy15ZWFycy1pbi1mZWRlcmFsLXByaXNvbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.progresstimes.net', 'title': 'Progresstimes'}"
ALAMO PD,bribery,"South Texas superintendent at scandal-ridden school charged with bribery, obstruction - mySA","South Texas superintendent at scandal-ridden school charged with bribery, obstruction  mySA","Thu, 28 May 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm15c2FuYW50b25pby5jb20vbmV3cy9sb2NhbC9jcmltZS9hcnRpY2xlL1NvdXRoLVRleGFzLXN1cGVyaW50ZW5kZW50LWNoYXJnZWQtd2l0aC1icmliZXJ5LTYyOTE5MjYucGhw0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.mysanantonio.com', 'title': 'mySA'}"
ALAMO PD,bribery,Former Donna school trustees going to prison for bribery scam - mySA,Former Donna school trustees going to prison for bribery scam  mySA,"Tue, 05 Jul 2016 07:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3Lm15c2FuYW50b25pby5jb20vbmV3cy9sb2NhbC9hcnRpY2xlL0Zvcm1lci1Eb25uYS1zY2hvb2wtdHJ1c3RlZXMtc2VudGVuY2VkLXRvLW1vcmUtODM0MTQyNC5waHDSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.mysanantonio.com', 'title': 'mySA'}"
ALAMO PD,bribery,Police officer for scandal-ridden South Texas school district arrested after softball game fistfight - mySA,Police officer for scandal-ridden South Texas school district arrested after softball game fistfight  mySA,"Wed, 02 Sep 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3Lm15c2FuYW50b25pby5jb20vbmV3cy9sb2NhbC9jcmltZS9hcnRpY2xlL1BvbGljZS1vZmZpY2VyLWZvci1zY2FuZGFsLXJpZGRlbi1Tb3V0aC1UZXhhcy02NDgwNzQ4LnBocNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.mysanantonio.com', 'title': 'mySA'}"
ALAMO PD,administrative leave,"Docs: La Joya teacher arrested after numerous reprimands, kissing student - KVEO-TV","Docs: La Joya teacher arrested after numerous reprimands, kissing student  KVEO-TV","Tue, 27 Feb 2024 19:13:54 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnZhbGxleWNlbnRyYWwuY29tL25ld3MvbG9jYWwtbmV3cy9kb2NzLWxhLWpveWEtdGVhY2hlci1hcnJlc3RlZC1hZnRlci1udW1lcm91cy1yZXByaW1hbmRzLWtpc3Npbmctc3R1ZGVudC_SAXpodHRwczovL3d3dy52YWxsZXljZW50cmFsLmNvbS9uZXdzL2xvY2FsLW5ld3MvZG9jcy1sYS1qb3lhLXRlYWNoZXItYXJyZXN0ZWQtYWZ0ZXItbnVtZXJvdXMtcmVwcmltYW5kcy1raXNzaW5nLXN0dWRlbnQvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.valleycentral.com', 'title': 'KVEO-TV'}"
ALAMO PD,administrative leave,"Mission police chief: Two officers on paid administrative leave following disorderly conduct, public intoxication arrests - KRGV","Mission police chief: Two officers on paid administrative leave following disorderly conduct, public intoxication arrests  KRGV","Fri, 24 Mar 2023 09:42:30 GMT",https://news.google.com/rss/articles/CBMikQFodHRwOi8vd3d3LmtyZ3YuY29tL25ld3MvbWlzc2lvbi1wb2xpY2UtY2hpZWYtdHdvLW9mZmljZXJzLW9uLXBhaWQtYWRtaW5pc3RyYXRpdmUtbGVhdmUtZm9sbG93aW5nLWRpc29yZGVybHktY29uZHVjdC1wdWJsaWMtaW50b3hpY2F0aW9uLWFycmVzdHMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'http://www.krgv.com', 'title': 'KRGV'}"
ALAMO PD,administrative leave,"Dallas Police Officer Charged with DWI, Placed on Administrative Leave Amid Investigation - Hoodline","Dallas Police Officer Charged with DWI, Placed on Administrative Leave Amid Investigation  Hoodline","Mon, 15 Jan 2024 08:00:00 GMT",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vaG9vZGxpbmUuY29tLzIwMjQvMDEvZGFsbGFzLXBvbGljZS1vZmZpY2VyLWNoYXJnZWQtd2l0aC1kd2ktcGxhY2VkLW9uLWFkbWluaXN0cmF0aXZlLWxlYXZlLWFtaWQtaW52ZXN0aWdhdGlvbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://hoodline.com', 'title': 'Hoodline'}"
ALAMO PD,administrative leave,Fairfax County police officer charged with DUI in wreck that injured seven - InsideNoVa,Fairfax County police officer charged with DUI in wreck that injured seven  InsideNoVa,"Mon, 21 Aug 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMioQFodHRwczovL3d3dy5pbnNpZGVub3ZhLmNvbS9oZWFkbGluZXMvZmFpcmZheC1jb3VudHktcG9saWNlLW9mZmljZXItY2hhcmdlZC13aXRoLWR1aS1pbi13cmVjay10aGF0LWluanVyZWQtc2V2ZW4vYXJ0aWNsZV8wYWVmMjk4NC0zZmU3LTExZWUtYmUwMy03YjBkMGU1Yzg4MjIuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.insidenova.com', 'title': 'InsideNoVa'}"
ALAMO PD,administrative leave,Mayor Breed wants S.F. voters to give police more power. Here are the details - San Francisco Chronicle,Mayor Breed wants S.F. voters to give police more power. Here are the details  San Francisco Chronicle,"Tue, 17 Oct 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LnNmY2hyb25pY2xlLmNvbS9zZi9hcnRpY2xlL2JyZWVkLXBvbGljZS0yMDI0LWVsZWN0aW9uLTE4NDI4ODE0LnBocNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.sfchronicle.com', 'title': 'San Francisco Chronicle'}"
ALAMO PD,administrative leave,UPDATE: MISD Teacher on Administrative Leave After Report of Inappropriate Behavior with a Student - KOSA,UPDATE: MISD Teacher on Administrative Leave After Report of Inappropriate Behavior with a Student  KOSA,"Wed, 30 Sep 2015 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5jYnM3LmNvbS9jb250ZW50L25ld3MvTUlTRC1UZWFjaGVyLW9uLUFkbWluaXN0cmF0aXZlLUxlYXZlLUFmdGVyLVJlcG9ydC1vZi1JbmFwcHJvcHJpYXRlLUJlaGF2aW9yLXdpdGgtYS1TdHVkZW50LTMzMDEzMTkyMS5odG1s0gGaAWh0dHBzOi8vd3d3LmNiczcuY29tL2NvbnRlbnQvbmV3cy9NSVNELVRlYWNoZXItb24tQWRtaW5pc3RyYXRpdmUtTGVhdmUtQWZ0ZXItUmVwb3J0LW9mLUluYXBwcm9wcmlhdGUtQmVoYXZpb3Itd2l0aC1hLVN0dWRlbnQtMzMwMTMxOTIxLmh0bWw_b3V0cHV0VHlwZT1hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cbs7.com', 'title': 'KOSA'}"
ALAMO PD,administrative leave,Navajo police officer involved shooting in Alamo - Navajo Times,Navajo police officer involved shooting in Alamo  Navajo Times,"Sat, 17 Aug 2019 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vbmF2YWpvdGltZXMuY29tL3Jlem5ld3MvbmF2YWpvLXBvbGljZS1vZmZpY2VyLWludm9sdmVkLXNob290aW5nLWluLWFsYW1vL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://navajotimes.com', 'title': 'Navajo Times'}"
ALAMO PD,administrative leave,"“Systemic failures” in Uvalde shooting went far beyond local police, Texas House report details - The Texas Tribune","“Systemic failures” in Uvalde shooting went far beyond local police, Texas House report details  The Texas Tribune","Sun, 17 Jul 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnRleGFzdHJpYnVuZS5vcmcvMjAyMi8wNy8xNy9sYXctZW5mb3JjZW1lbnQtZmFpbHVyZS11dmFsZGUtc2hvb3RpbmctaW52ZXN0aWdhdGlvbi_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.texastribune.org', 'title': 'The Texas Tribune'}"
ALAMO PD,administrative leave,Mission Police address arrest of two officers - KVEO-TV,Mission Police address arrest of two officers  KVEO-TV,"Sat, 25 Mar 2023 07:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LnZhbGxleWNlbnRyYWwuY29tL25ld3MvbG9jYWwtbmV3cy9wb2xpY2UtbWlzc2lvbi1vZmZpY2VyLWFycmVzdGVkLWZvci1pbnRveGljYXRpb24v0gFjaHR0cHM6Ly93d3cudmFsbGV5Y2VudHJhbC5jb20vbmV3cy9sb2NhbC1uZXdzL3BvbGljZS1taXNzaW9uLW9mZmljZXItYXJyZXN0ZWQtZm9yLWludG94aWNhdGlvbi9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.valleycentral.com', 'title': 'KVEO-TV'}"
ALAMO PD,administrative leave,Why do cops with dubious track records keep finding new jobs? - San Antonio Report,Why do cops with dubious track records keep finding new jobs?  San Antonio Report,"Sun, 07 Aug 2022 07:00:00 GMT",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vc2FuYW50b25pb3JlcG9ydC5vcmcvY2hyaXN0b3BoZXItY2FydGVyLXBldGUtYXJyZWRvbmRvLWJhY2tncm91bmQtY2hlY2tzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://sanantonioreport.org', 'title': 'San Antonio Report'}"
